type,source_tier,inferred_name,folder,ext,era_hints,culture_hints,path
building,caveman2cosmos,seawall3,habitats,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/habitats/seawall3.nif
building,caveman2cosmos,seawall4,habitats,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/habitats/seawall4.nif
building,caveman2cosmos,arcology base diff,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/arcology_base_diff.dds
building,caveman2cosmos,arcology base gloss,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/arcology_base_gloss.dds
building,caveman2cosmos,arcology beam diff,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/arcology_beam_diff.dds
building,caveman2cosmos,arcology dome 2diff,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/arcology_dome_2diff.dds
building,caveman2cosmos,arcology dome diff,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/arcology_dome_diff.dds
building,caveman2cosmos,arcology dome gloss,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/arcology_dome_gloss.dds
building,caveman2cosmos,forest preserve,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forest_preserve.dds
building,caveman2cosmos,forestpreserve,hybridforest,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve.kfm
building,caveman2cosmos,forestpreserve,hybridforest,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve.nif
building,caveman2cosmos,forestpreserve2,hybridforest,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve2.nif
building,caveman2cosmos,forestpreserve freeze0000,hybridforest,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve_freeze0000.nif
building,caveman2cosmos,forestpreserve freeze0001,hybridforest,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve_freeze0001.nif
building,caveman2cosmos,forestpreserve freeze0002,hybridforest,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve_freeze0002.nif
building,caveman2cosmos,forestpreserve freeze0003,hybridforest,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve_freeze0003.nif
building,caveman2cosmos,forestpreserve shadow,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/forestpreserve_shadow.dds
building,caveman2cosmos,starfortress diff,hybridforest,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hybridforest/starfortress_diff.dds
building,caveman2cosmos,bunker 128,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/bunker_128.dds
building,caveman2cosmos,hydroplant map,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/hydroplant-map.dds
building,caveman2cosmos,hydroplant shadowmap,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/hydroplant-shadowmap.dds
building,caveman2cosmos,hydroplant,hydroplant,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/hydroplant.kfm
building,caveman2cosmos,hydroplant,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/hydroplant.nif
building,caveman2cosmos,mill base,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/mill_base.dds
building,caveman2cosmos,mill splash,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/mill_splash.dds
building,caveman2cosmos,water,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/water.dds
building,caveman2cosmos,watermill,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill.dds
building,caveman2cosmos,watermill,hydroplant,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill.kfm
building,caveman2cosmos,watermill,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill.nif
building,caveman2cosmos,watermill2,hydroplant,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill2.dds
building,caveman2cosmos,watermill freeze0000,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill_freeze0000.nif
building,caveman2cosmos,watermill freeze0001,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill_freeze0001.nif
building,caveman2cosmos,watermill freeze0002,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill_freeze0002.nif
building,caveman2cosmos,watermill freeze0003,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill_freeze0003.nif
building,caveman2cosmos,watermill freeze0005,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill_freeze0005.nif
building,caveman2cosmos,watermill fx,hydroplant,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/hydroplant/watermill_fx.nif
building,caveman2cosmos,crops,irrigation,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/irrigation/crops.dds
building,caveman2cosmos,crops irr,irrigation,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/irrigation/crops_irr.dds
building,caveman2cosmos,jcamp,junglecamp,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/junglecamp/jcamp.dds
building,caveman2cosmos,jungle2,junglecamp,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/junglecamp/jungle2.nif
building,caveman2cosmos,eu an building,landworked,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/eu_an_building.dds
building,caveman2cosmos,farm light,landworked,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/farm_light.dds
building,caveman2cosmos,mod farm,landworked,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/mod_farm.dds
building,caveman2cosmos,mod farm shadow,landworked,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/mod_farm_shadow.dds
building,caveman2cosmos,sm farm house,landworked,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house.kfm
building,caveman2cosmos,sm farm house,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house.nif
building,caveman2cosmos,sm farm house freeze0000,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_freeze0000.nif
building,caveman2cosmos,sm farm house freeze0001,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_freeze0001.nif
building,caveman2cosmos,sm farm house freeze0002,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_freeze0002.nif
building,caveman2cosmos,sm farm house freeze0003,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_freeze0003.nif
building,caveman2cosmos,sm farm house mod,landworked,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_mod.kfm
building,caveman2cosmos,sm farm house mod,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_mod.nif
building,caveman2cosmos,sm farm house mod freeze0000,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_mod_freeze0000.nif
building,caveman2cosmos,sm farm house mod freeze0001,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_mod_freeze0001.nif
building,caveman2cosmos,sm farm house mod freeze0002,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_mod_freeze0002.nif
building,caveman2cosmos,sm farm house mod freeze0003,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_mod_freeze0003.nif
building,caveman2cosmos,sm farm house test,landworked,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/sm_farm_house_test.nif
building,caveman2cosmos,smoke,landworked,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/landworked/smoke.dds
building,caveman2cosmos,lb tree,lostciv1,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lostciv1/lb_tree_.dds
building,caveman2cosmos,lm dirt,lostciv1,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lostciv1/lm_dirt.dds
building,caveman2cosmos,lm temple ruins,lostciv1,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lostciv1/lm_temple_ruins.dds
building,caveman2cosmos,lm templeruins shadow,lostciv1,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lostciv1/lm_templeruins_shadow.dds
building,caveman2cosmos,obelisk,lostciv1,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lostciv1/obelisk.dds
building,caveman2cosmos,oldtemple,lostciv1,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lostciv1/oldtemple.nif
building,caveman2cosmos,lumberjack,lumberjack,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lumberjack/lumberjack.dds
building,caveman2cosmos,lumberjack,lumberjack,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/lumberjack/lumberjack.kfm
building,caveman2cosmos,lumberjack,lumberjack,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lumberjack/lumberjack.nif
building,caveman2cosmos,indsawmill,lumbermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/indsawmill.dds
building,caveman2cosmos,indsawmill shadow,lumbermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/indsawmill_shadow.dds
building,caveman2cosmos,sawmill,lumbermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/sawmill.nif
building,caveman2cosmos,steam,lumbermill,.dds,industrial,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/steam.dds
building,caveman2cosmos,workshop,lumbermill,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/workshop.kfm
building,caveman2cosmos,workshop freeze0000,lumbermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/workshop_freeze0000.nif
building,caveman2cosmos,workshop freeze0001,lumbermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/workshop_freeze0001.nif
building,caveman2cosmos,workshop freeze0002,lumbermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/workshop_freeze0002.nif
building,caveman2cosmos,workshop freeze0003,lumbermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/lumbermill/workshop_freeze0003.nif
building,caveman2cosmos,machupicchu,machupicchu,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/machupicchu/machupicchu.nif
building,caveman2cosmos,wall,machupicchu,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/machupicchu/wall.dds
building,caveman2cosmos,moai statutes,maoi_statues,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/maoi_statues/moai_statutes.nif
building,caveman2cosmos,moai statutes diff,maoi_statues,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/maoi_statues/moai_statutes_diff.dds
building,caveman2cosmos,moai statutes shadow,maoi_statues,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/maoi_statues/moai_statutes_shadow.dds
building,caveman2cosmos,mine modern,mine,.dds,modern,,Art/Caveman2Cosmos/art/structures/improvements/mine/mine_modern.dds
building,caveman2cosmos,mine modern,mine,.nif,modern,,Art/Caveman2Cosmos/art/structures/improvements/mine/mine_modern.nif
building,caveman2cosmos,minespark,mine,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/mine/minespark.dds
building,caveman2cosmos,caravel 256,nets,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/nets/caravel_256.dds
building,caveman2cosmos,caravel damage 128,nets,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/nets/caravel_damage_128.dds
building,caveman2cosmos,nets,nets,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets.dds
building,caveman2cosmos,nets industrial,nets,.nif,industrial,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets_industrial.nif
building,caveman2cosmos,nets medieval,nets,.kfm,medieval,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets_medieval.kfm
building,caveman2cosmos,nets medieval,nets,.nif,medieval,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets_medieval.nif
building,caveman2cosmos,nets modern,nets,.kfm,modern,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets_modern.kfm
building,caveman2cosmos,nets modern,nets,.nif,modern,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets_modern.nif
building,caveman2cosmos,nets renaissance,nets,.nif,medieval,,Art/Caveman2Cosmos/art/structures/improvements/nets/nets_renaissance.nif
building,caveman2cosmos,paddlewheeler,nets,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/nets/paddlewheeler.dds
building,caveman2cosmos,waves,nets,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/nets/waves.dds
building,caveman2cosmos,whalingboat ancient,nets,.dds,ancient,,Art/Caveman2Cosmos/art/structures/improvements/nets/whalingboat_ancient.dds
building,caveman2cosmos,whalingboat modern,nets,.dds,modern,,Art/Caveman2Cosmos/art/structures/improvements/nets/whalingboat_modern.dds
building,caveman2cosmos,palisade,palisade,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/palisade/palisade.dds
building,caveman2cosmos,palisade,palisade,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/palisade/palisade.nif
building,caveman2cosmos,palisadewall,palisade,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/palisade/palisadewall.dds
building,caveman2cosmos,farm light,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/farm_light.dds
building,caveman2cosmos,forest preserve,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/forest_preserve.dds
building,caveman2cosmos,forestpreserve shadow,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/forestpreserve_shadow.dds
building,caveman2cosmos,horse resource,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/horse_resource.dds
building,caveman2cosmos,pasture ancient,pasture,.dds,ancient,,Art/Caveman2Cosmos/art/structures/improvements/pasture/pasture_ancient.dds
building,caveman2cosmos,shadow stable,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/shadow_stable.dds
building,caveman2cosmos,yurt ger,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger.dds
building,caveman2cosmos,yurt ger,pasture,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger.kfm
building,caveman2cosmos,yurt ger,pasture,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger.nif
building,caveman2cosmos,yurt ger freeze0000,pasture,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger_freeze0000.nif
building,caveman2cosmos,yurt ger freeze0001,pasture,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger_freeze0001.nif
building,caveman2cosmos,yurt ger freeze0002,pasture,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger_freeze0002.nif
building,caveman2cosmos,yurt ger freeze0003,pasture,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger_freeze0003.nif
building,caveman2cosmos,yurt ger shadow,pasture,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/pasture/yurt_ger_shadow.dds
building,caveman2cosmos,plantation early,plantation_afro,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_afro/plantation_early.nif
building,caveman2cosmos,plantation early off,plantation_afro,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_afro/plantation_early_off.nif
building,caveman2cosmos,plantation renaissance,plantation_afro,.nif,medieval,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_afro/plantation_renaissance.nif
building,caveman2cosmos,plantation,plantation_anglo,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_anglo/plantation.dds
building,caveman2cosmos,plantation industrial,plantation_anglo,.nif,industrial,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_anglo/plantation_industrial.nif
building,caveman2cosmos,plantationshadow,plantation_anglo,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_anglo/plantationshadow.dds
building,caveman2cosmos,plantation early,plantation_europe,.nif,,european,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_europe/plantation_early.nif
building,caveman2cosmos,plantation industrial,plantation_europe,.nif,industrial,european,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_europe/plantation_industrial.nif
building,caveman2cosmos,plantation medieval,plantation_europe,.nif,medieval,european,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_europe/plantation_medieval.nif
building,caveman2cosmos,inca,plantation_inca,.dds,ancient,american,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_inca/inca.dds
building,caveman2cosmos,plantation early,plantation_inca,.nif,ancient,american,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_inca/plantation_early.nif
building,caveman2cosmos,plantation renaissance,plantation_khmer,.nif,medieval,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_khmer/plantation_renaissance.nif
building,caveman2cosmos,chams plantage,plantation_mediterranean,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_mediterranean/chams_plantage.dds
building,caveman2cosmos,fur traders house diff256,plantation_mediterranean,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_mediterranean/fur_traders_house_diff256.dds
building,caveman2cosmos,planation ground plane,plantation_mediterranean,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_mediterranean/planation_ground_plane.dds
building,caveman2cosmos,plantation,plantation_mediterranean,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_mediterranean/plantation.nif
building,caveman2cosmos,plantation cham shadow,plantation_mediterranean,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_mediterranean/plantation_cham_shadow.dds
building,caveman2cosmos,plantation early,plantation_mediterranean,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_mediterranean/plantation_early.nif
building,caveman2cosmos,plantation early,plantation_meso,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_meso/plantation_early.nif
building,caveman2cosmos,plantation renaissance,plantation_meso,.nif,medieval,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_meso/plantation_renaissance.nif
building,caveman2cosmos,plantation early,plantation_middleeast,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_middleeast/plantation_early.nif
building,caveman2cosmos,plantation renaissance,plantation_middleeast,.nif,medieval,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_middleeast/plantation_renaissance.nif
building,caveman2cosmos,plantation early,plantation_native,.nif,,american,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_native/plantation_early.nif
building,caveman2cosmos,plantation medieval,plantation_native,.nif,medieval,american,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_native/plantation_medieval.nif
building,caveman2cosmos,plantation early,plantation_norse,.nif,medieval,european,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_norse/plantation_early.nif
building,caveman2cosmos,plantation early,plantation_pacific,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_pacific/plantation_early.nif
building,caveman2cosmos,kislev1.blend,plantation_russia,.dds,,european,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_russia/kislev1.blend.dds
building,caveman2cosmos,plantation renaissance,plantation_russia,.nif,medieval,european,Art/Caveman2Cosmos/art/structures/improvements/plantation/plantation_russia/plantation_renaissance.nif
building,caveman2cosmos,radar,radar,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/radar/radar.dds
building,caveman2cosmos,radar,radar,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/radar/radar.nif
building,caveman2cosmos,radar button,radar,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/radar/radar_button.dds
building,caveman2cosmos,radarshadow,radar,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/radar/radarshadow.dds
building,caveman2cosmos,045,rockgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/045.dds
building,caveman2cosmos,camp,rockgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/camp.dds
building,caveman2cosmos,camp,rockgatherer,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/camp.kfm
building,caveman2cosmos,camp,rockgatherer,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/camp.nif
building,caveman2cosmos,camp fx,rockgatherer,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/camp_fx.nif
building,caveman2cosmos,camp shad,rockgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/camp_shad.dds
building,caveman2cosmos,fire 1,rockgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/fire_1.dds
building,caveman2cosmos,smoke,rockgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/rockgatherer/smoke.dds
building,caveman2cosmos,camp,seedgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/camp.dds
building,caveman2cosmos,camp,seedgatherer,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/camp.kfm
building,caveman2cosmos,camp,seedgatherer,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/camp.nif
building,caveman2cosmos,camp fx,seedgatherer,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/camp_fx.nif
building,caveman2cosmos,camp shad,seedgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/camp_shad.dds
building,caveman2cosmos,fire 1,seedgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/fire_1.dds
building,caveman2cosmos,camp,gatherers,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/camp.dds
building,caveman2cosmos,camp,gatherers,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/camp.kfm
building,caveman2cosmos,camp,gatherers,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/camp.nif
building,caveman2cosmos,camp fx,gatherers,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/camp_fx.nif
building,caveman2cosmos,camp shad,gatherers,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/camp_shad.dds
building,caveman2cosmos,fire 1,gatherers,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/fire_1.dds
building,caveman2cosmos,smoke,gatherers,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/gatherers/smoke.dds
building,caveman2cosmos,smoke,seedgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/smoke.dds
building,caveman2cosmos,wigwam,seedgatherer,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/seedgatherer/wigwam.dds
building,caveman2cosmos,moon2,solar,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/solar/moon2.dds
building,caveman2cosmos,moonera1,solar,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/solar/moonera1.dds
building,caveman2cosmos,soltown,solar,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/solar/soltown.nif
building,caveman2cosmos,starfortress,starfortress,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/starfortress/starfortress.nif
building,caveman2cosmos,starfortress diff,starfortress,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/starfortress/starfortress_diff.dds
building,caveman2cosmos,watchtower eu.blend,stone_tower,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/stone_tower/watchtower_eu.blend.dds
building,caveman2cosmos,watchtower eu.blend,stone_tower,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/stone_tower/watchtower_eu.blend.nif
building,caveman2cosmos,tidal,tidal harness,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tidal harness/tidal.dds
building,caveman2cosmos,tidal,tidal harness,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tidal harness/tidal.nif
building,caveman2cosmos,fire,tribalvillage,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/fire.dds
building,caveman2cosmos,fire 1,tribalvillage,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/fire_1.dds
building,caveman2cosmos,smoke,tribalvillage,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/smoke.dds
building,caveman2cosmos,tribalvillage,tribalvillage,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage.dds
building,caveman2cosmos,tribalvillage,tribalvillage,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage.kfm
building,caveman2cosmos,tribalvillage,tribalvillage,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage.nif
building,caveman2cosmos,tribalvillage firepit,tribalvillage,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_firepit.dds
building,caveman2cosmos,tribalvillage freeze0000,tribalvillage,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_freeze0000.nif
building,caveman2cosmos,tribalvillage freeze0001,tribalvillage,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_freeze0001.nif
building,caveman2cosmos,tribalvillage freeze0002,tribalvillage,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_freeze0002.nif
building,caveman2cosmos,tribalvillage freeze0003,tribalvillage,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_freeze0003.nif
building,caveman2cosmos,tribalvillage freeze0004,tribalvillage,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_freeze0004.nif
building,caveman2cosmos,tribalvillage shdw,tribalvillage,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/tribalvillage/tribalvillage_shdw.dds
building,caveman2cosmos,mill base,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/mill_base.dds
building,caveman2cosmos,mill splash,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/mill_splash.dds
building,caveman2cosmos,shadowmill,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/shadowmill.dds
building,caveman2cosmos,water,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/water.dds
building,caveman2cosmos,watermill,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/watermill.dds
building,caveman2cosmos,watermill,watermill,.kfm,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/watermill.kfm
building,caveman2cosmos,watermill,watermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/watermill.nif
building,caveman2cosmos,watermill2,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/watermill2.dds
building,caveman2cosmos,watermill3,watermill,.dds,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/watermill3.dds
building,caveman2cosmos,watermill freeze0000,watermill,.nif,,,Art/Caveman2Cosmos/art/structures/improvements/watermill/watermill_freeze0000.nif
