"Type","TypeLine","ShadowLine","Attach","AttachLine","Scale","ScaleLine"
"ART_DEF_UNIT_LANCER_GERMAN","52523","52531","HorseBip Spine1","52532","1.0","52533"
"ART_DEF_UNIT_MOUNTED_INFANTRY_GERMAN","52915","52923","BIP Pelvis","52924","1.0","52925"
"ART_DEF_UNIT_TRENCH_CAVALRY_GERMAN","53331","53339","HorseBip Spine1","53340","1.0","53341"
"ART_DEF_UNIT_CAVALRY_IROQUOIS","53595","53603","HorseBip Spine1","53604","1.0","53605"
"ART_DEF_UNIT_HORSE_ARCHER_IROQUOIS","53696","53704","BIP Pelvis","53705","1.0","53706"
"ART_DEF_UNIT_HEAVY_CAVALRY_BYZANTINE","53919","53927","BIP Pelvis","53928","1.0","53929"
"ART_DEF_UNIT_HEAVY_PIKEMAN_BYZANTINE","53936","53943","BIP Pelvis","53944","1.0","53945"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_BYZANTINE","53952","53960","BIP Pelvis","53961","1.0","53962"
"ART_DEF_UNIT_MOUNTED_INFANTRY_BYZANTINE","53986","53993","BIP Pelvis","53994","1.0","53995"
"ART_DEF_UNIT_CHIVALRY_AMERICA","54112","54120","BIP Pelvis","54121","1.0","54122"
"ART_DEF_UNIT_HEAVY_PIKEMAN_AMERICA","54253","54261","BIP Pelvis","54262","1.0","54263"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_AMERICA","54270","54278","BIP Pelvis","54279","1.0","54280"
"ART_DEF_UNIT_MOUNTED_INFANTRY_AMERICA","54391","54399","BIP Pelvis","54400","1.0","54401"
"ART_DEF_UNIT_CAVALRY_FRENCH","54484","54492","HorseBip Spine1","54493","1.0","54494"
"ART_DEF_UNIT_CHIVALRY_FRENCH","54602","54609","HorseBip Spine1","54610","1.0","54611"
"ART_DEF_UNIT_KNIGHT_DUTCH","54924","54932","BIP Pelvis","54933","1.0","54934"
"ART_DEF_UNIT_LIGHT_CAVALRY_DUTCH","54941","54949","BIP Pelvis","54950","1.0","54951"
"ART_DEF_UNIT_CAVALRY_AUSTRALIA","55178","55186","HorseBip Spine1","55187","1.0","55188"
"ART_DEF_UNIT_HORSEMAN_AUSTRALIA","55249","55257","BIP Pelvis","55258","1.0","55259"
"ART_DEF_UNIT_TRENCH_CAVALRY_AUSTRALIA","55370","55378","HorseBip Spine1","55379","1.0","55380"
"ART_DEF_UNIT_ADVENTURER_BABYLON","55490","55498","HorseBip Spine1","55499","1.0","55500"
"ART_DEF_UNIT_BANDIT_RIDER_BABYLON","55619","55627","HorseBip Spine1","55628","1.0","55629"
"ART_DEF_UNIT_CARABINIER_BABYLON","55700","55708","HorseBip Spine1","55709","1.0","55710"
"ART_DEF_UNIT_CAVALRY_BABYLON","55717","55725","HorseBip Spine1","55726","1.0","55727"
"ART_DEF_UNIT_CUIRASSIER_BABYLON","55869","55877","HorseBip Spine1","55878","1.0","55879"
"ART_DEF_UNIT_DRAGOON_BABYLON","55886","55894","HorseBip Spine1","55895","1.0","55896"
"ART_DEF_UNIT_HEAVY_CAVALRY_BABYLON","56185","56193","BIP Pelvis","56194","1.0","56195"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_BABYLON","56237","56245","BIP Pelvis","56246","1.0","56247"
"ART_DEF_UNIT_HORSE_ARCHER_BABYLON","56254","56262","BIP Pelvis","56263","1.0","56264"
"ART_DEF_UNIT_HORSE_CROSSBOWMAN_BABYLON","56272","56280","BIP Pelvis","56281","1.0","56282"
"ART_DEF_UNIT_HORSEMAN_BABYLON","56290","56298","HorseBip Spine1","56299","1.0","56300"
"ART_DEF_UNIT_KNIGHT_BABYLON","56391","56399","BIP Pelvis","56400","1.0","56401"
"ART_DEF_UNIT_LANCER_BABYLON","56408","56416","HorseBip Spine1","56417","1.0","56418"
"ART_DEF_UNIT_LIGHT_CAVALRY_BABYLON","56442","56449","BIP Pelvis","56450","1.0","56451"
"ART_DEF_UNIT_CHIVALRY_BABYLON","56545","56553","BIP Pelvis","56554","1.0","56555"
"ART_DEF_UNIT_MOUNTED_INFANTRY_BABYLON","56828","56836","BIP Pelvis","56837","1.0","56838"
"ART_DEF_UNIT_PIKEMAN_BABYLON","56946","56954","BIP Pelvis","56955","1.0","56956"
"ART_DEF_UNIT_TRENCH_CAVALRY_BABYLON","57287","57295","HorseBip Spine1","57296","1.0","57297"
"ART_DEF_UNIT_ADVENTURER_MONGOL","57668","57676","HorseBip Spine1","57677","1.0","57678"
"ART_DEF_UNIT_CARABINIER_MONGOL","57981","57989","HorseBip Spine1","57990","1.0","57991"
"ART_DEF_UNIT_CAVALRY_MONGOL","57998","58006","HorseBip Spine1","58007","1.0","58008"
"ART_DEF_UNIT_CUIRASSIER_MONGOL","58167","58175","HorseBip Spine1","58176","1.0","58177"
"ART_DEF_UNIT_DRAGOON_MONGOL","58184","58192","HorseBip Spine1","58193","1.0","58194"
"ART_DEF_UNIT_HEAVY_CAVALRY_MONGOL","58493","58501","BIP Pelvis","58502","1.0","58503"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_MONGOL","58545","58553","BIP Pelvis","58554","1.0","58555"
"ART_DEF_UNIT_HORSEMAN_MONGOL","58562","58570","HorseBip Spine1","58571","1.0","58572"
"ART_DEF_UNIT_KNIGHT_MONGOL","58696","58704","BIP Pelvis","58705","1.0","58706"
"ART_DEF_UNIT_LANCER_MONGOL","58713","58721","HorseBip Spine1","58722","1.0","58723"
"ART_DEF_UNIT_LIGHT_CAVALRY_MONGOL","58730","58737","BIP Pelvis","58738","1.0","58739"
"ART_DEF_UNIT_CHIVALRY_MONGOL","58851","58859","BIP Pelvis","58860","1.0","58861"
"ART_DEF_UNIT_MOUNTED_INFANTRY_MONGOL","59184","59192","BIP Pelvis","59193","1.0","59194"
"ART_DEF_UNIT_OUTLAW_MONGOL","59283","59291","HorseBip Spine1","59292","1.0","59293"
"ART_DEF_UNIT_PIKEMAN_MONGOL","59353","59361","BIP Pelvis","59362","1.0","59363"
"ART_DEF_UNIT_TRENCH_CAVALRY_MONGOL","59781","59789","HorseBip Spine1","59790","1.0","59791"
"ART_DEF_UNIT_CARABINIER_ROME","60263","60271","HorseBip Spine1","60272","1.0","60273"
"ART_DEF_UNIT_CAVALRY_ROMAN","60280","60288","HorseBip Spine1","60289","1.0","60290"
"ART_DEF_UNIT_CUIRASSIER_ROME","60449","60457","HorseBip Spine1","60458","1.0","60459"
"ART_DEF_UNIT_DRAGOON_ROME","60466","60474","HorseBip Spine1","60475","1.0","60476"
"ART_DEF_UNIT_HEAVY_CAVALRY_ROME","60772","60779","BIP Pelvis","60780","1.0","60781"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_ROMAN","60823","60831","BIP Pelvis","60832","1.0","60833"
"ART_DEF_UNIT_HORSEMAN_ROME","60840","60848","HorseBip Spine1","60849","1.0","60850"
"ART_DEF_UNIT_KNIGHT_ROME","60925","60933","BIP Pelvis","60934","1.0","60935"
"ART_DEF_UNIT_LANCER_ROME","60942","60950","HorseBip Spine1","60951","1.0","60952"
"ART_DEF_UNIT_LIGHT_CAVALRY_ROME","60959","60966","BIP Pelvis","60967","1.0","60968"
"ART_DEF_UNIT_CHIVALRY_ROME","61094","61102","BIP Pelvis","61103","1.0","61104"
"ART_DEF_UNIT_MOUNTED_INFANTRY_ROME","61285","61293","BIP Pelvis","61294","1.0","61295"
"ART_DEF_UNIT_TRENCH_CAVALRY_ROME","61614","61622","HorseBip Spine1","61623","1.0","61624"
"ART_DEF_UNIT_CAVALRY_CARTHAGE","61933","61941","HorseBip Spine1","61942","1.0","61943"
"ART_DEF_UNIT_CUIRASSIER_CARTHAGE","62052","62059","HorseBip Spine1","62060","1.0","62061"
"ART_DEF_UNIT_HEAVY_CAVALRY_CARTHAGE","62132","62139","BIP Pelvis","62140","1.0","62141"
"ART_DEF_UNIT_HEAVY_PIKEMAN_CARTHAGE","62165","62172","BIP Pelvis","62173","1.0","62174"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_CARTHAGE","62181","62189","BIP Pelvis","62190","1.0","62191"
"ART_DEF_UNIT_HORSE_ARCHER_CARTHAGE","62198","62206","BIP Pelvis","62207","1.0","62208"
"ART_DEF_UNIT_HORSEMAN_CARTHAGE","62216","62224","HorseBip Spine1","62225","1.0","62226"
"ART_DEF_UNIT_KNIGHT_CARTHAGE","62250","62258","BIP Pelvis","62259","1.0","62260"
"ART_DEF_UNIT_LIGHT_CAVALRY_CARTHAGE","62267","62275","BIP Pelvis","62276","1.0","62277"
"ART_DEF_UNIT_MOUNTED_INFANTRY_CARTHAGE","62426","62433","BIP Pelvis","62434","1.0","62435"
"ART_DEF_UNIT_CAVALRY_CELTIC","62699","62707","HorseBip Spine1","62708","1.0","62709"
"ART_DEF_UNIT_CUIRASSIER_CELTIC","62820","62827","HorseBip Spine1","62828","1.0","62829"
"ART_DEF_UNIT_HEAVY_CAVALRY_CELTIC","62888","62895","BIP Pelvis","62896","1.0","62897"
"ART_DEF_UNIT_HEAVY_PIKEMAN_CELTIC","62904","62911","BIP Pelvis","62912","1.0","62913"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_CELTIC","62920","62928","BIP Pelvis","62929","1.0","62930"
"ART_DEF_UNIT_HORSE_ARCHER_CELTIC","62937","62945","BIP Pelvis","62946","1.0","62947"
"ART_DEF_UNIT_HORSEMAN_CELTIC","62955","62963","HorseBip Spine1","62964","1.0","62965"
"ART_DEF_UNIT_KNIGHT_CELTIC","62990","62998","BIP Pelvis","62999","1.0","63000"
"ART_DEF_UNIT_MOUNTED_INFANTRY_CELTIC","63131","63138","BIP Pelvis","63139","1.0","63140"
"ART_DEF_UNIT_TRENCH_CAVALRY_CELTIC","63373","63381","HorseBip Spine1","63382","1.0","63383"
"ART_DEF_UNIT_BANDIT_RIDER_JAPAN","63619","63627","HorseBip Spine1","63628","1.0","63629"
"ART_DEF_UNIT_CARABINIER_JAPAN","63720","63728","HorseBip Spine1","63729","1.0","63730"
"ART_DEF_UNIT_CAVALRY_JAPAN","63737","63745","HorseBip Spine1","63746","1.0","63747"
"ART_DEF_UNIT_CUIRASSIER_JAPAN","63855","63862","HorseBip Spine1","63863","1.0","63864"
"ART_DEF_UNIT_HEAVY_PIKEMAN_JAPAN","64016","64023","BIP Pelvis","64024","1.0","64025"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_JAPAN","64032","64040","BIP Pelvis","64041","1.0","64042"
"ART_DEF_UNIT_HORSEMAN_JAPAN","64049","64057","HorseBip Spine1","64058","1.0","64059"
"ART_DEF_UNIT_KNIGHT_JAPAN","64084","64092","BIP Pelvis","64093","1.0","64094"
"ART_DEF_UNIT_LANCER_JAPAN","64101","64109","HorseBip Spine1","64110","1.0","64111"
"ART_DEF_UNIT_LIGHT_CAVALRY_JAPAN","64118","64125","BIP Pelvis","64126","1.0","64127"
"ART_DEF_UNIT_TRENCH_CAVALRY_JAPAN","64505","64513","HorseBip Spine1","64514","1.0","64515"
"ART_DEF_UNIT_CARABINIER_KHMER","64799","64807","HorseBip Spine1","64808","1.0","64809"
"ART_DEF_UNIT_CAVALRY_KHMER","64816","64824","HorseBip Spine1","64825","1.0","64826"
"ART_DEF_UNIT_CUIRASSIER_KHMER","64884","64891","HorseBip Spine1","64892","1.0","64893"
"ART_DEF_UNIT_HEAVY_CAVALRY_KHMER","64986","64993","BIP Pelvis","64994","1.0","64995"
"ART_DEF_UNIT_HEAVY_PIKEMAN_KHMER","65019","65026","BIP Pelvis","65027","1.0","65028"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_KHMER","65035","65043","BIP Pelvis","65044","1.0","65045"
"ART_DEF_UNIT_HORSEMAN_KHMER","65052","65060","HorseBip Spine1","65061","1.0","65062"
"ART_DEF_UNIT_KNIGHT_KHMER","65103","65111","BIP Pelvis","65112","1.0","65113"
"ART_DEF_UNIT_LIGHT_CAVALRY_KHMER","65120","65128","BIP Pelvis","65129","1.0","65130"
"ART_DEF_UNIT_MAILED_KNIGHT_KHMER","65208","65216","BIP Pelvis","65217","1.0","65218"
"ART_DEF_UNIT_MOUNTED_INFANTRY_KHMER","65258","65265","BIP Pelvis","65266","1.0","65267"
"ART_DEF_UNIT_CARABINIER_KOREA","65619","65627","HorseBip Spine1","65628","1.0","65629"
"ART_DEF_UNIT_CAVALRY_KOREA","65636","65644","HorseBip Spine1","65645","1.0","65646"
"ART_DEF_UNIT_CUIRASSIER_KOREA","65722","65729","HorseBip Spine1","65730","1.0","65731"
"ART_DEF_UNIT_HEAVY_CAVALRY_KOREA","65808","65815","BIP Pelvis","65816","1.0","65817"
"ART_DEF_UNIT_HEAVY_PIKEMAN_KOREA","65841","65848","BIP Pelvis","65849","1.0","65850"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_KOREA","65857","65865","BIP Pelvis","65866","1.0","65867"
"ART_DEF_UNIT_HORSE_ARCHER_KOREA","65874","65882","BIP Pelvis","65883","1.0","65884"
"ART_DEF_UNIT_KNIGHT_KOREA","65892","65900","BIP Pelvis","65901","1.0","65902"
"ART_DEF_UNIT_MOUNTED_INFANTRY_KOREA","65978","65985","BIP Pelvis","65986","1.0","65987"
"ART_DEF_UNIT_CARABINIER_MALI","66364","66372","HorseBip Spine1","66373","1.0","66374"
"ART_DEF_UNIT_CAVALRY_MALI","66381","66389","HorseBip Spine1","66390","1.0","66391"
"ART_DEF_UNIT_HEAVY_CAVALRY_MALI","66532","66540","BIP Pelvis","66541","1.0","66542"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_MALI","66601","66609","BIP Pelvis","66610","1.0","66611"
"ART_DEF_UNIT_HORSEMAN_MALI","66618","66626","HorseBip Spine1","66627","1.0","66628"
"ART_DEF_UNIT_KNIGHT_MALI","66653","66661","BIP Pelvis","66662","1.0","66663"
"ART_DEF_UNIT_LIGHT_CAVALRY_MALI","66670","66677","BIP Pelvis","66678","1.0","66679"
"ART_DEF_UNIT_MAILED_KNIGHT_MALI","66739","66747","BIP Pelvis","66748","1.0","66749"
"ART_DEF_UNIT_ADVENTURER_NUBIA","67036","67044","HorseBip Spine1","67045","1.0","67046"
"ART_DEF_UNIT_CARABINIER_NUBIA","67118","67126","HorseBip Spine1","67127","1.0","67128"
"ART_DEF_UNIT_CAVALRY_NUBIA","67135","67143","HorseBip Spine1","67144","1.0","67145"
"ART_DEF_UNIT_HEAVY_CAVALRY_NUBIA","67302","67310","BIP Pelvis","67311","1.0","67312"
"ART_DEF_UNIT_HORSE_ARCHER_NUBIA","67353","67361","BIP Pelvis","67362","1.0","67363"
"ART_DEF_UNIT_HORSEMAN_NUBIA","67371","67379","HorseBip Spine1","67380","1.0","67381"
"ART_DEF_UNIT_LIGHT_CAVALRY_NUBIA","67406","67414","BIP Pelvis","67415","1.0","67416"
"ART_DEF_UNIT_MAILED_KNIGHT_NUBIA","67476","67484","BIP Pelvis","67485","1.0","67486"
"ART_DEF_UNIT_MOUNTED_INFANTRY_NUBIA","67509","67516","BIP Pelvis","67517","1.0","67518"
"ART_DEF_UNIT_TRENCH_CAVALRY_NUBIA","67698","67706","HorseBip Spine1","67707","1.0","67708"
"ART_DEF_UNIT_CARABINIER_OTTOMAN","67835","67843","HorseBip Spine1","67844","1.0","67845"
"ART_DEF_UNIT_CAVALRY_OTTOMAN","67852","67860","HorseBip Spine1","67861","1.0","67862"
"ART_DEF_UNIT_CUIRASSIER_OTTOMAN","67986","67994","HorseBip Spine1","67995","1.0","67996"
"ART_DEF_UNIT_DRAGOON_OTTOMAN","68003","68011","HorseBip Spine1","68012","1.0","68013"
"ART_DEF_UNIT_HEAVY_CAVALRY_OTTOMAN","68123","68131","BIP Pelvis","68132","1.0","68133"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_OTTOMAN","68174","68182","BIP Pelvis","68183","1.0","68184"
"ART_DEF_UNIT_HORSE_ARCHER_OTTOMAN","68191","68199","BIP Pelvis","68200","1.0","68201"
"ART_DEF_UNIT_KNIGHT_OTTOMAN","68227","68235","BIP Pelvis","68236","1.0","68237"
"ART_DEF_UNIT_LIGHT_CAVALRY_OTTOMAN","68244","68252","BIP Pelvis","68253","1.0","68254"
"ART_DEF_UNIT_MAILED_KNIGHT_OTTOMAN","68332","68340","BIP Pelvis","68341","1.0","68342"
"ART_DEF_UNIT_MOUNTED_INFANTRY_OTTOMAN","68401","68409","BIP Pelvis","68410","1.0","68411"
"ART_DEF_UNIT_TRENCH_CAVALRY_OTTOMAN","68558","68566","HorseBip Spine1","68567","1.0","68568"
"ART_DEF_UNIT_ADVENTURER_POLYNESIA","68699","68707","HorseBip Spine1","68708","1.0","68709"
"ART_DEF_UNIT_CARABINIER_POLYNESIA","68939","68947","HorseBip Spine1","68948","1.0","68949"
"ART_DEF_UNIT_CAVALRY_POLYNESIA","68956","68964","HorseBip Spine1","68965","1.0","68966"
"ART_DEF_UNIT_CUIRASSIER_POLYNESIA","69124","69132","HorseBip Spine1","69133","1.0","69134"
"ART_DEF_UNIT_DRAGOON_POLYNESIA","69141","69149","HorseBip Spine1","69150","1.0","69151"
"ART_DEF_UNIT_HEAVY_CAVALRY_POLYNESIA","69391","69399","BIP Pelvis","69400","1.0","69401"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_POLYNESIA","69460","69468","BIP Pelvis","69469","1.0","69470"
"ART_DEF_UNIT_HORSE_ARCHER_POLYNESIA","69477","69485","BIP Pelvis","69486","1.0","69487"
"ART_DEF_UNIT_HORSE_CROSSBOWMAN_POLYNESIA","69495","69503","BIP Pelvis","69504","1.0","69505"
"ART_DEF_UNIT_HORSEMAN_POLYNESIA","69513","69521","HorseBip Spine1","69522","1.0","69523"
"ART_DEF_UNIT_KNIGHT_POLYNESIA","69598","69606","BIP Pelvis","69607","1.0","69608"
"ART_DEF_UNIT_LANCER_POLYNESIA","69615","69623","HorseBip Spine1","69624","1.0","69625"
"ART_DEF_UNIT_LIGHT_CAVALRY_POLYNESIA","69632","69640","BIP Pelvis","69641","1.0","69642"
"ART_DEF_UNIT_MAILED_KNIGHT_POLYNESIA","69720","69728","BIP Pelvis","69729","1.0","69730"
"ART_DEF_UNIT_MOUNTED_INFANTRY_POLYNESIA","69945","69953","BIP Pelvis","69954","1.0","69955"
"ART_DEF_UNIT_TRENCH_CAVALRY_POLYNESIA","70341","70349","HorseBip Spine1","70350","1.0","70351"
"ART_DEF_UNIT_ADVENTURER_RUSSIAN","70604","70612","HorseBip Spine1","70613","1.0","70614"
"ART_DEF_UNIT_CARABINIER_RUSSIAN","70816","70824","HorseBip Spine1","70825","1.0","70826"
"ART_DEF_UNIT_CAVALRY_RUSSIAN","70868","70876","HorseBip Spine1","70877","1.0","70878"
"ART_DEF_UNIT_CUIRASSIER_RUSSIAN","70984","70992","HorseBip Spine1","70993","1.0","70994"
"ART_DEF_UNIT_HEAVY_CAVALRY_RUSSIAN","71255","71263","BIP Pelvis","71264","1.0","71265"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_RUSSIAN","71306","71314","BIP Pelvis","71315","1.0","71316"
"ART_DEF_UNIT_HIGHWAYMAN_RUSSIAN","71356","71364","HorseBip Spine1","71365","1.0","71366"
"ART_DEF_UNIT_HORSE_ARCHER_RUSSIAN","71373","71381","BIP Pelvis","71382","1.0","71383"
"ART_DEF_UNIT_HORSEMAN_RUSSIAN","71391","71399","HorseBip Spine1","71400","1.0","71401"
"ART_DEF_UNIT_KNIGHT_RUSSIAN","71500","71508","BIP Pelvis","71509","1.0","71510"
"ART_DEF_UNIT_LANCER_RUSSIAN","71517","71525","HorseBip Spine1","71526","1.0","71527"
"ART_DEF_UNIT_LIGHT_CAVALRY_RUSSIAN","71534","71542","BIP Pelvis","71543","1.0","71544"
"ART_DEF_UNIT_MAILED_KNIGHT_RUSSIAN","71688","71696","BIP Pelvis","71697","1.0","71698"
"ART_DEF_UNIT_MOUNTED_INFANTRY_RUSSIAN","71883","71891","BIP Pelvis","71892","1.0","71893"
"ART_DEF_UNIT_TRENCH_CAVALRY_RUSSIAN","72194","72202","HorseBip Spine1","72203","1.0","72204"
"ART_DEF_UNIT_CARABINIER_SPANISH","72509","72517","HorseBip Spine1","72518","1.0","72519"
"ART_DEF_UNIT_CAVALRY_SPANISH","72526","72534","HorseBip Spine1","72535","1.0","72536"
"ART_DEF_UNIT_CUIRASSIER_SPANISH","72642","72650","HorseBip Spine1","72651","1.0","72652"
"ART_DEF_UNIT_HEAVY_CAVALRY_SPANISH","72763","72771","BIP Pelvis","72772","1.0","72773"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_SPANISH","72815","72823","BIP Pelvis","72824","1.0","72825"
"ART_DEF_UNIT_HORSEMAN_SPANISH","72832","72840","HorseBip Spine1","72841","1.0","72842"
"ART_DEF_UNIT_KNIGHT_SPANISH","72867","72875","BIP Pelvis","72876","1.0","72877"
"ART_DEF_UNIT_LIGHT_CAVALRY_SPANISH","72884","72892","BIP Pelvis","72893","1.0","72894"
"ART_DEF_UNIT_MAILED_KNIGHT_SPANISH","72971","72979","BIP Pelvis","72980","1.0","72981"
"ART_DEF_UNIT_MOUNTED_INFANTRY_SPANISH","73022","73030","BIP Pelvis","73031","1.0","73032"
"ART_DEF_UNIT_ADVENTURER_VIKING","73216","73224","HorseBip Spine1","73225","1.0","73226"
"ART_DEF_UNIT_BANDIT_RIDER_VIKING","73303","73311","HorseBip Spine1","73312","1.0","73313"
"ART_DEF_UNIT_CARABINIER_VIKING","73386","73394","HorseBip Spine1","73395","1.0","73396"
"ART_DEF_UNIT_CAVALRY_VIKING","73403","73411","HorseBip Spine1","73412","1.0","73413"
"ART_DEF_UNIT_CUIRASSIER_VIKING","73488","73496","HorseBip Spine1","73497","1.0","73498"
"ART_DEF_UNIT_DRAGOON_VIKING","73505","73513","HorseBip Spine1","73514","1.0","73515"
"ART_DEF_UNIT_HEAVY_CAVALRY_VIKING","73711","73719","BIP Pelvis","73720","1.0","73721"
"ART_DEF_UNIT_HEAVY_PIKEMAN_VIKING","73728","73735","BIP Pelvis","73736","1.0","73737"
"ART_DEF_UNIT_HEAVY_SWORDSMAN_VIKING","73744","73752","BIP Pelvis","73753","1.0","73754"
"ART_DEF_UNIT_HORSEMAN_VIKING","73761","73769","HorseBip Spine1","73770","1.0","73771"
"ART_DEF_UNIT_KNIGHT_VIKING","73853","73861","BIP Pelvis","73862","1.0","73863"
"ART_DEF_UNIT_LIGHT_CAVALRY_VIKING","73870","73878","BIP Pelvis","73879","1.0","73880"
"ART_DEF_UNIT_MAILED_KNIGHT_VIKING","73976","73984","BIP Pelvis","73985","1.0","73986"
"ART_DEF_UNIT_AUGUSTINE_I","74519","74527","HorseBip Spine1","74528","1.0","74529"
"ART_DEF_UNIT_BUFFALO_HUMP","74537","74545","HorseBip Spine1","74546","1.0","74547"
"ART_DEF_UNIT_NAKHARAR","74727","74735","BIP Pelvis","74736","1.0","74737"
"ART_DEF_UNIT_MANCHU_HORSEARCHER","74781","74788","BIP Pelvis","74789","1.0","74790"
"ART_DEF_UNIT_UIGHUR_KNIGHT","74798","74805","BIP Pelvis","74806","1.0","74807"
"ART_DEF_UNIT_FULANI_CAVALRY","74865","74872","BIP Pelvis","74873","1.0","74874"
"ART_DEF_UNIT_SAVANNA_CAVALRY","74898","74906","BIP Pelvis","74907","1.0","74908"
"ART_DEF_UNIT_ELMETI","75017","75024","BIP Pelvis","75025","1.0","75026"
"ART_DEF_UNIT_TUAREG_CAMEL","75069","75077","BIP Pelvis","75078","1.0","75079"
"ART_DEF_UNIT_WINGED_CAVALRY","75086","75094","BIP Pelvis","75095","1.0","75096"
"ART_DEF_UNIT_HUSSAR","75121","75129","HorseBip Spine1","75130","1.0","75131"
"ART_DEF_UNIT_LLANERO","75156","75164","HorseBip Spine1","75165","1.0","75166"
"ART_DEF_UNIT_TARKAN","75174","75182","BIP Pelvis","75183","1.0","75184"
"ART_DEF_UNIT_RAJPUT","75278","75285","BIP Pelvis","75286","1.0","75287"
"ART_DEF_UNIT_MANDEKALU","75363","75371","BIP Pelvis","75372","1.0","75373"
"ART_DEF_UNIT_TURKOMAN","75397","75404","BIP Pelvis","75405","1.0","75406"
"ART_DEF_UNIT_GRIVPANVAR","75449","75457","BIP Pelvis","75458","1.0","75459"
"ART_DEF_UNIT_MAMBISE","75551","75559","HorseBip Spine1","75560","1.0","75561"
"ART_DEF_UNIT_BOER_CAVALRY","75569","75577","HorseBip Spine1","75578","1.0","75579"
"ART_DEF_UNIT_SAXON_RAIDER","75620","75628","BIP Pelvis","75629","1.0","75630"
"ART_DEF_UNIT_DAI_CHUI","75637","75645","BIP Pelvis","75646","1.0","75647"
"ART_DEF_UNIT_UHLAN","75707","75715","HorseBip Spine1","75716","1.0","75717"
"ART_DEF_UNIT_MANUELITO","75897","75905","HorseBip Spine1","75906","1.0","75907"
"ART_DEF_UNIT_SAKA_CATAPHRACT","77189","77197","BIP Pelvis","77198","1.0","77199"
"ART_DEF_UNIT_SAVARAN","77291","77299","BIP Pelvis","77300","1.0","77301"
"ART_DEF_UNIT_SCYTHIAN_HORSE_ARCHER","77308","77316","BIP Pelvis","77317","1.0","77318"
"ART_DEF_UNIT_CAMEL_CUIRASSIER","77586","77594","BIP Pelvis","77595","1.0","77596"
"ART_DEF_UNIT_CAMEL_CAVALRY","77604","77612","BIP Pelvis","77613","1.0","77614"
"ART_DEF_UNIT_CAMEL_TRENCH_CAVALRY","77622","77630","BIP Pelvis","77631","1.0","77632"
"ART_DEF_UNIT_AL_MANSUR","78265","78275","BIP Pelvis","78276","1.0","78277"
"ART_DEF_UNIT_APU_TAMBO","78351","78361","BIP Pelvis","78362","1.0","78363"
"ART_DEF_UNIT_RUHANGA","78390","78400","BIP Pelvis","78401","1.0","78402"
"ART_DEF_UNIT_KUSHAN_RIDER","78565","78574","BIP Pelvis","78575","1.0","78576"
"ART_DEF_UNIT_FAKHR_EL_DIN_II","78797","78807","BIP Pelvis","78808","1.0","78809"
"ART_DEF_UNIT_GARAMANTES","78817","78826","BIP Pelvis","78827","1.0","78828"
"ART_DEF_UNIT_SHOSHENQ_I","78836","78846","BIP Pelvis","78847","1.0","78848"
"ART_DEF_UNIT_PETYHORCY","78856","78865","BIP Pelvis","78866","1.0","78867"
"ART_DEF_UNIT_MINDAUGAS","78875","78885","BIP Pelvis","78886","1.0","78887"
"ART_DEF_UNIT_MAMELUK","79239","79248","BIP Pelvis","79249","1.0","79250"
"ART_DEF_UNIT_BARQUQ","79258","79268","BIP Pelvis","79269","1.0","79270"
"ART_DEF_UNIT_STEPPE_RIDER","79356","79365","BIP Pelvis","79366","1.0","79367"
"ART_DEF_UNIT_MAUES","79375","79385","BIP Pelvis","79386","1.0","79387"
"ART_DEF_UNIT_CYAXARES","79414","79424","BIP Pelvis","79425","1.0","79426"
"ART_DEF_UNIT_MOUNTED_GRENADIERS","79670","79679","HorseBip Spine1","79680","1.0","79681"
"ART_DEF_UNIT_PEDRO_DE_AGUADO","79884","79894","HorseBip Spine1","79895","1.0","79896"
"ART_DEF_UNIT_ALTAMIRANO","80004","80014","HorseBip Spine1","80015","1.0","80016"
"ART_DEF_UNIT_GOBIR_LANCER","80141","80150","BIP Pelvis","80151","1.0","80152"
"ART_DEF_UNIT_LAMBOGA","80199","80209","BIP Pelvis","80210","1.0","80211"
"ART_DEF_UNIT_NORMAN_KNIGHT","80257","80266","BIP Pelvis","80267","1.0","80268"
"ART_DEF_UNIT_ROLLO","80276","80286","BIP Pelvis","80287","1.0","80288"
"ART_DEF_UNIT_LOPHORON","80411","80421","HorseBip Spine1","80422","1.0","80423"
"ART_DEF_UNIT_PAIUTE_CAVALRY","80489","80498","HorseBip Spine1","80499","1.0","80500"
"ART_DEF_UNIT_VASCO_DE_BALBOA","80627","80637","HorseBip Spine1","80638","1.0","80639"
